locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SACI_RS10115,SACI_RS10115,1910859,1912043,-,divalent metal cation transporter,A0A0U2NGZ4,P,
SACI_RS10120,SACI_RS10120,1912263,1913636,-,MFS transporter,A0A0U3GM32,G,K08368
SACI_RS11760,SACI_RS11760,1914003,1914761,-,quinol oxidase subunit 2,UPI000B5A7FB5,C,
SACI_RS10135,SACI_RS10135,1914889,1915974,-,MFS transporter,A0A0U3H577,G,
SACI_RS10140,SACI_RS10140,1916240,1917712,-,4Fe-4S dicluster domain-containing protein,A0A0U3GV07,C,
SACI_RS10145,SACI_RS10145,1917809,1918819,-,hypothetical protein,M1IFY0,X,
SACI_RS10150,SACI_RS10150,1918939,1919640,-,molecular chaperone TorD family protein,A0A0U2VXR8,S,
SACI_RS10155,SACI_RS10155,1919652,1920485,-,4Fe-4S binding protein,A0A0U3FQZ2,C,"K00124,ko:K21308"
SACI_RS10160,SACI_RS10160,1920497,1924855,-,oxidoreductase,A0A0U3GQH3,C,K21307
SACI_RS10165,SACI_RS10165,1925059,1925688,+,MarR family transcriptional regulator,A0A0U2Y2M2,X,
SACI_RS10170,SACI_RS10170,1925693,1926532,+,hypothetical protein,A0A0U3FR21,X,
SACI_RS10175,SACI_RS10175,1926570,1927334,+,tetratricopeptide repeat protein,A0A0U3FZ46,S,
SACI_RS10180,SACI_RS10180,1927402,1928916,+,4Fe-4S binding protein,A0A0U3H4G2,C,
SACI_RS10185,SACI_RS10185,1928913,1929455,+,HAD family hydrolase,A0A0U2YAE7,X,
SACI_RS10190,SACI_RS10190,1929457,1929873,+,DUF2299 domain-containing protein,A0A0U2NAV8,S,
SACI_RS10195,nrfD,1929931,1930980,+,polysulfide reductase NrfD,A0A0U3HG63,P,
SACI_RS10200,SACI_RS10200,1931025,1932332,-,MFS transporter,A0A0U3FXT5,G,
SACI_RS10205,SACI_RS10205,1932477,1934174,+,MFS transporter,A0A0U3F9F4,G,
SACI_RS10210,SACI_RS10210,1934285,1934725,+,MarR family transcriptional regulator,A0A0U3FI12,K,
SACI_RS10215,SACI_RS10215,1934770,1935936,-,MFS transporter,A0A0U3GM14,E,
SACI_RS10220,SACI_RS10220,1936043,1936831,+,winged helix-turn-helix transcriptional regulator,A0A0U3GNA9,K,
SACI_RS10225,SACI_RS10225,1936970,1937188,+,hypothetical protein,A0A0U3H569,X,
SACI_RS10230,SACI_RS10230,1937314,1938006,-,helix-turn-helix domain-containing protein,A0A0U3FTH1,S,
SACI_RS10235,SACI_RS10235,1938412,1940589,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,A0A0U3GUZ9,C,"K03520,ko:K18020"
SACI_RS10240,SACI_RS10240,1940813,1941961,+,MFS transporter,A0A0U3GI48,G,
SACI_RS10245,SACI_RS10245,1942046,1943188,-,hypothetical protein,M1ITR3,T,
SACI_RS10250,SACI_RS10250,1943481,1944236,-,sugar ABC transporter ATP-binding protein,A0A0U3H4X1,G,
SACI_RS10255,SACI_RS10255,1944229,1945299,-,ABC transporter permease,A0A0U3GQF8,S,
SACI_RS10260,SACI_RS10260,1945306,1946514,-,sugar ABC transporter substrate-binding protein,A0A0U2WUN9,G,
SACI_RS10265,SACI_RS10265,1946938,1949523,+,DUF1854 domain-containing protein,A0A0U3FZ29,P,K06148
SACI_RS10270,SACI_RS10270,1950091,1951167,+,amidohydrolase,A0A0U2WWU3,S,K07045
SACI_RS10275,SACI_RS10275,1951225,1951599,+,metal-sulfur cluster biosynthetic enzyme,A0A0U2X274,S,
SACI_RS10280,SACI_RS10280,1951596,1952621,+,NAD(P)-dependent alcohol dehydrogenase,A0A0U3H4E0,C,"K13953,ko:K18382"
SACI_RS10285,SACI_RS10285,1952839,1954077,+,MFS transporter,A0A0U3FPV0,P,
SACI_RS10290,SACI_RS10290,1954362,1955219,+,P1 family peptidase,A0A0U3HC27,E,
SACI_RS10295,SACI_RS10295,1955292,1956584,+,MFS transporter,A0A0U3HG50,G,
SACI_RS10300,SACI_RS10300,1956707,1957501,+,SDR family oxidoreductase,A0A0U3FHJ9,I,
SACI_RS10305,SACI_RS10305,1957517,1958758,+,M20 family metallopeptidase,A0A0U3HNI9,E,K01439
SACI_RS10310,SACI_RS10310,1958738,1959961,-,M20 family metallo-hydrolase,A0A0U3GLZ5,E,K06016
SACI_RS10315,SACI_RS10315,1960399,1961490,+,MFS transporter,UPI0002B2946D,G,
SACI_RS10320,speB,1961598,1962515,+,agmatinase,A0A0U3GUY5,E,K01480
SACI_RS10325,SACI_RS10325,1962756,1963568,-,DNA repair ATPase,M1I7W2,X,
SACI_RS10330,SACI_RS10330,1963887,1964411,-,Lrp/AsnC family transcriptional regulator,A0A0U2Y4V2,K,
SACI_RS10335,SACI_RS10335,1964516,1965850,+,aspartate aminotransferase family protein,A0A0U3HCW1,H,
SACI_RS10340,SACI_RS10340,1965928,1966755,-,DMT family transporter,A0A0U3H4V5,G,
SACI_RS10345,SACI_RS10345,1966994,1967353,-,hypothetical protein,A0A0U3FQV9,S,
SACI_RS10350,SACI_RS10350,1967961,1968908,-,phosphotriesterase,A0A0U2W636,S,K07048
SACI_RS10355,SACI_RS10355,1969275,1970570,+,glutamine synthetase,A0A0U3FZ15,E,K01915
SACI_RS10360,SACI_RS10360,1970572,1971624,+,amidohydrolase family protein,UPI0002B28E41,S,
SACI_RS10365,SACI_RS10365,1971870,1973387,+,4-hydroxybutyryl-CoA dehydratase,A0A0U2YAB2,Q,K14534
SACI_RS10370,SACI_RS10370,1973605,1974603,-,NAD(P)/FAD-dependent oxidoreductase,A0A0U3FPT7,O,"K00384,ko:K21567"
SACI_RS10375,SACI_RS10375,1974724,1975815,+,alcohol dehydrogenase catalytic domain-containing protein,A0A0U2NAT8,C,K14465
SACI_RS10380,SACI_RS10380,1976028,1977455,+,phenylacetate--CoA ligase,A0A0U3FXQ2,H,K18861
SACI_RS10385,asd,1977811,1978869,+,aspartate-semialdehyde dehydrogenase,A0A0U3FHI6,E,"K00133,ko:K15017"
SACI_RS10390,SACI_RS10390,1979031,1980698,+,long-chain fatty acid--CoA ligase,A0A0U3HNH3,I,"K00666,ko:K01897"
SACI_RS10395,SACI_RS10395,1981675,1982622,-,fumarylacetoacetate hydrolase family protein,A0A0U3FQ40,Q,
SACI_RS10400,SACI_RS10400,1982678,1983595,+,MBL fold metallo-hydrolase,A0A0U3FH13,S,
SACI_RS10405,SACI_RS10405,1983935,1984822,+,sulfite exporter TauE/SafE family protein,A0A0U3GUX1,S,K07090
SACI_RS10410,SACI_RS10410,1984989,1985945,+,acetamidase/formamidase family protein,A0A0U3H551,C,"K01426,ko:K01455"
SACI_RS10415,SACI_RS10415,1986065,1986532,-,GNAT family N-acetyltransferase,A0A0U3GXH1,K,
SACI_RS10420,SACI_RS10420,1986520,1987803,-,NADP-dependent malic enzyme,A0A0U3GI19,C,"K00027,ko:K00029"
SACI_RS10425,SACI_RS10425,1988203,1989927,+,S9 family peptidase,A0A0U3GQC4,E,K01303
SACI_RS10430,SACI_RS10430,1990097,1990336,+,hypothetical protein,A0A0U2W621,X,
SACI_RS10435,SACI_RS10435,1990317,1992065,+,DNA polymerase elongation subunit (family B),A0A0U3FZ02,L,K02319
SACI_RS10440,SACI_RS10440,1992160,1992618,+,hypothetical protein,UPI0000552889,X,
SACI_RS10445,SACI_RS10445,1993525,1994271,+,flagellar protein FlgN,A0A0U2YA97,X,
SACI_RS10450,SACI_RS10450,1994871,1995689,+,DUF2079 domain-containing protein,A0A0U3H6R0,S,
SACI_RS10455,SACI_RS10455,1995757,1997691,-,DUF2079 domain-containing protein,A0A0U3H4A2,S,
SACI_RS10460,SACI_RS10460,1997900,1998604,+,zinc ribbon domain-containing protein,A0A0U3HBZ5,X,
SACI_RS10465,SACI_RS10465,1998688,1999332,-,2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase,A0A0U3FXN9,H,K14654
SACI_RS10470,SACI_RS10470,1999379,2000074,-,glycerophosphodiester phosphodiesterase,A0A0U2NGT4,C,K01126
SACI_RS10475,SACI_RS10475,2000353,2000703,+,DUF488 family protein,A0A0U3HNF9,S,
SACI_RS10480,SACI_RS10480,2000715,2001335,+,helix-turn-helix domain-containing protein,A0A0U3FQ25,S,
SACI_RS10485,SACI_RS10485,2001440,2002847,-,amidase,,X,
SACI_RS10490,SACI_RS10490,2003057,2003500,+,hypothetical protein,A0A0U3H6Q9,S,
SACI_RS10495,SACI_RS10495,2003590,2005236,-,thermopsin family protease,A0A0U3GN56,E,K01385
SACI_RS10500,SACI_RS10500,2005620,2006402,+,hypothetical protein,A0A0U3GVY8,X,
SACI_RS10505,SACI_RS10505,2006599,2007372,-,DUF973 family protein,A0A0U3GXG3,X,
SACI_RS10510,SACI_RS10510,2007741,2009515,+,S9 family peptidase,,E,
SACI_RS11765,SACI_RS11765,2009519,2009710,+,hypothetical protein,UPI0002B29EE7,X,
SACI_RS10515,SACI_RS10515,2010026,2010583,+,hypothetical protein,A0A0U3H4S7,X,
SACI_RS10520,SACI_RS10520,2011469,2012239,+,hypothetical protein,A0A0U2VXI8,X,
SACI_RS10525,SACI_RS10525,2012236,2013000,+,MBL fold metallo-hydrolase,A0A0U3FQP8,C,
SACI_RS10530,SACI_RS10530,2013408,2014742,+,sugar porter family MFS transporter,,G,K08368
SACI_RS10535,SACI_RS10535,2014943,2015545,+,hypothetical protein,A0A0U2X231,X,
SACI_RS10540,SACI_RS10540,2015597,2016988,-,APC family permease,A0A0U3H482,E,
SACI_RS10545,SACI_RS10545,2017139,2019133,+,primary-amine oxidase,A0A0U3HBY4,Q,
SACI_RS10550,SACI_RS10550,2019340,2019957,-,helix-turn-helix domain-containing protein,A0A0U3HBX8,S,
SACI_RS10555,SACI_RS10555,2019983,2020327,-,DUF488 domain-containing protein,A0A0U3FS51,S,
SACI_RS10560,SACI_RS10560,2020633,2021421,+,aldose 1-epimerase,A0A0U3FPQ6,G,K01785
SACI_RS10565,SACI_RS10565,2021719,2022729,+,NAD-binding protein,A0A0U2NAR9,P,K10716
SACI_RS10570,SACI_RS10570,2023317,2023946,-,amidohydrolase family protein,A0A0U3HFZ9,S,
SACI_RS10575,SACI_RS10575,2024540,2025484,+,R2-like ligand-binding oxidase,A0A0U3FHF4,F,
SACI_RS10580,SACI_RS10580,2025549,2027396,-,APC family permease,A0A0U3FGY1,E,
SACI_RS10585,SACI_RS10585,2027845,2030319,+,malate synthase,A0A0U3GUU1,C,K01638
SACI_RS10590,aceA,2030804,2032117,+,isocitrate lyase,A0A0U3GVW3,C,
SACI_RS10595,SACI_RS10595,2032246,2032686,-,PIN domain-containing protein,A0A0U3GN42,V,
SACI_RS10600,SACI_RS10600,2032646,2032873,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,A0A0U3H4Q9,K,
SACI_RS10605,SACI_RS10605,2033304,2034104,+,hypothetical protein,A0A0U3GQ93,X,
SACI_RS10610,SACI_RS10610,2034314,2034691,-,hypothetical protein,A0A0U3GXF3,S,
SACI_RS10615,SACI_RS10615,2035017,2036135,+,mandelate racemase/muconate lactonizing enzyme family protein,A0A0U3GHW9,M,"K01683,ko:K19802"
SACI_RS10620,SACI_RS10620,2036205,2036453,-,hypothetical protein,A0A0U2VXH2,X,
SACI_RS10625,SACI_RS10625,2036450,2037328,-,sulfurtransferase,A0A0U2YA58,P,K01011
SACI_RS10630,SACI_RS10630,2037459,2037725,-,hypothetical protein,A0A0U2WUG5,X,
SACI_RS10635,SACI_RS10635,2037777,2038472,-,uroporphyrinogen-III C-methyltransferase,A0A0U2NCI9,H,K02303
SACI_RS10640,SACI_RS10640,2038462,2040240,-,nitrite/sulfite reductase,A0A0U2Y2E5,C,"K00366,ko:K00381"
SACI_RS10645,SACI_RS10645,2040367,2041086,-,phosphoadenylyl-sulfate reductase,A0A0U2X312,E,K00390
SACI_RS10650,sat,2041202,2042437,+,sulfate adenylyltransferase,A0A0U3FXL2,H,K00958
SACI_RS10655,SACI_RS10655,2042434,2042739,+,hypothetical protein,A0A0U2NGN4,X,
SACI_RS10660,SACI_RS10660,2042988,2043923,+,alcohol dehydrogenase catalytic domain-containing protein,A0A0U3HNE2,C,K00001
SACI_RS10665,SACI_RS10665,2044132,2045256,+,lipoate--protein ligase family protein,A0A0U2NAQ8,H,
SACI_RS10670,SACI_RS10670,2045284,2046771,-,acyl--CoA ligase,A0A0U3FGX1,I,K01897
SACI_RS10675,SACI_RS10675,2046825,2048798,-,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein,A0A0U3FHD7,I,K15016
SACI_RS10680,SACI_RS10680,2048878,2050065,+,thiolase domain-containing protein,M1J1C9,I,K00626
SACI_RS10685,SACI_RS10685,2050071,2050613,+,Zn-ribbon domain-containing OB-fold protein,A0A0U3F987,S,K07068
SACI_RS10690,SACI_RS10690,2050681,2052348,-,long-chain-fatty-acid--CoA ligase,A0A0U3GLS7,I,
SACI_RS10695,SACI_RS10695,2052558,2053550,+,R2-like ligand-binding oxidase,A0A0U3GN22,F,
SACI_RS10700,SACI_RS10700,2053621,2054565,-,alpha/beta hydrolase,F2Z668,S,
SACI_RS10705,SACI_RS10705,2054663,2056171,-,hypothetical protein,A0A0U3GXE1,X,
SACI_RS10710,SACI_RS10710,2056355,2058994,-,hypothetical protein,A0A0U3GHV8,X,
SACI_RS10715,SACI_RS10715,2059230,2059847,-,hypothetical protein,A0A0U2VXF7,I,
SACI_RS10720,SACI_RS10720,2059997,2061196,+,acyl-CoA dehydrogenase family protein,A0A0U3FQM0,I,K00248
SACI_RS10725,SACI_RS10725,2061332,2063251,+,enoyl-CoA hydratase/isomerase family protein,A0A0U3FYV7,I,"K15016,ko:K15019"
SACI_RS10730,SACI_RS10730,2063298,2063792,-,hypothetical protein,A0A0U2Y2D3,I,
SACI_RS10735,SACI_RS10735,2063999,2065036,+,R2-like ligand-binding oxidase,A0A0U3H448,F,
SACI_RS10740,SACI_RS10740,2065138,2065809,+,hypothetical protein,UPI00005528C2,X,
SACI_RS10745,SACI_RS10745,2065820,2066245,+,hypothetical protein,A0A0U3HBU2,S,
SACI_RS10750,SACI_RS10750,2066295,2067353,+,alcohol dehydrogenase catalytic domain-containing protein,A0A0U2NAP3,C,"K00001,ko:K13953"
SACI_RS10755,SACI_RS10755,2067743,2069371,+,long-chain-fatty-acid--CoA ligase,UPI0002B2A55A,I,K00666
SACI_RS10760,SACI_RS10760,2069481,2069891,+,hypothetical protein,A0A0U3HFW6,S,
SACI_RS10765,SACI_RS10765,2070137,2070604,+,peroxiredoxin,A0A0U3FHB5,O,K03564
SACI_RS10770,SACI_RS10770,2070581,2071147,-,indolepyruvate oxidoreductase subunit beta,A0A0U3F977,C,K00180
SACI_RS10775,SACI_RS10775,2071135,2072970,-,indolepyruvate ferredoxin oxidoreductase subunit alpha,A0A0U3FJW9,C,K00179
SACI_RS10780,SACI_RS10780,2073136,2073570,-,Zn-ribbon domain-containing OB-fold protein,A0A0U3GUQ7,S,K07068
SACI_RS10785,SACI_RS10785,2073571,2074068,-,Zn-ribbon domain-containing OB-fold protein,A0A0U3GN05,S,K07068
SACI_RS10790,SACI_RS10790,2074080,2075258,-,thiolase domain-containing protein,A0A0U3HCP2,I,K00626
SACI_RS10795,SACI_RS10795,2075255,2076403,-,thiolase domain-containing protein,A0A0U3GXD6,I,K00626
SACI_RS10800,SACI_RS10800,2076441,2077565,-,acyl-CoA dehydrogenase,A0A0U3GQ71,I,K18244
SACI_RS10805,SACI_RS10805,2077650,2079509,+,AMP-binding protein,A0A0U2W5U6,I,K01895
SACI_RS10810,SACI_RS10810,2079606,2080346,-,helix-turn-helix domain-containing protein,A0A0U3HCZ3,K,
SACI_RS10815,SACI_RS10815,2080620,2081117,-,hypothetical protein,A0A0U3FYU4,X,
SACI_RS10820,SACI_RS10820,2081380,2081988,+,hypothetical protein,A0A0U2X1Y4,X,
SACI_RS10825,SACI_RS10825,2082133,2082903,+,hypothetical protein,A0A0U2WUD3,P,K07238
SACI_RS10830,SACI_RS10830,2082950,2083417,-,flavin reductase family protein,A0A0U2Y2B5,S,
SACI_RS10835,SACI_RS10835,2083521,2084297,+,dioxygenase,A0A0U3H433,C,
SACI_RS10840,SACI_RS10840,2084349,2084669,-,TA0938 family protein,A0A0U3FXI1,S,
SACI_RS10845,SACI_RS10845,2084666,2085580,-,iron-containing redox enzyme family protein,A0A0U3FPK8,H,K06137
SACI_RS10850,SACI_RS10850,2085821,2086660,+,amidohydrolase,A0A0U2NAN5,S,K07045
SACI_RS10855,SACI_RS10855,2086760,2087572,+,amidohydrolase,A0A0U3HFV2,S,K07045
SACI_RS10860,SACI_RS10860,2087552,2088931,-,FAD binding domain-containing protein,A0A0U3FH99,C,
SACI_RS10865,SACI_RS10865,2088932,2091259,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,A0A0U3F972,C,
SACI_RS10870,SACI_RS10870,2091392,2091649,-,hypothetical protein,A0A0U3GLP5,X,
SACI_RS10875,SACI_RS10875,2091714,2092904,+,4Fe-4S binding protein,UPI0009B5CBF3,C,K00124
SACI_RS10880,SACI_RS10880,2092967,2093530,+,2-oxoacid:acceptor oxidoreductase family protein,A0A0U3HCN3,C,K00172
SACI_RS10885,SACI_RS10885,2093514,2093780,+,4Fe-4S binding protein,A0A0U3H4Z2,C,K00171
SACI_RS10890,SACI_RS10890,2093777,2094970,+,pyruvate ferredoxin oxidoreductase,A0A0U3GQ46,C,K00169
SACI_RS10895,SACI_RS10895,2094939,2095829,+,pyruvate synthase subunit beta,A0A0U3GHS2,C,K00170
SACI_RS10900,SACI_RS10900,2095854,2096726,-,aldo/keto reductase,A0A0U3FYT1,S,
SACI_RS10905,SACI_RS10905,2096727,2098319,-,thiamine pyrophosphate-binding protein,A0A0U3FQH5,E,K01652
SACI_RS10910,SACI_RS10910,2098550,2099113,+,DUF1404 domain-containing protein,A0A0U2WUC1,S,
SACI_RS10915,SACI_RS10915,2099323,2100048,-,hypothetical protein,A0A0U2Y2A1,X,
SACI_RS10920,SACI_RS10920,2100162,2100608,-,hypothetical protein,F2Z5W8,X,
SACI_RS10925,SACI_RS10925,2100611,2101051,-,cytochrome c oxidase subunit II,F2Z6G7,C,"K02275,ko:K02826"
SACI_RS10930,SACI_RS10930,2101038,2102558,-,cytochrome bc complex cytochrome b subunit,A0A0U2NHR0,C,
SACI_RS10935,SACI_RS10935,2102564,2103316,-,Rieske 2Fe-2S domain-containing protein,F2Z628,P,
SACI_RS10940,SACI_RS10940,2103461,2104060,+,sulfocyanin,A0A0U2NAM5,C,
SACI_RS10945,SACI_RS10945,2104738,2107104,+,cbb3-type cytochrome c oxidase subunit I,A0A0U3FPV4,C,"K02827,ko:K02828,ko:K15408"
SACI_RS10950,SACI_RS10950,2107121,2107678,+,DUF1404 domain-containing protein,A0A0U3FH85,S,
SACI_RS10955,SACI_RS10955,2107922,2108329,+,hypothetical protein,A0A0U3F963,X,
SACI_RS10960,SACI_RS10960,2108334,2108570,-,hypothetical protein,A0A0U3GLM8,K,
SACI_RS10965,SACI_RS10965,2108589,2109014,-,rhodanese-like domain-containing protein,A0A0U3HCM2,P,
SACI_RS10970,SACI_RS10970,2109155,2110549,+,SelD-related putative sulfur metabolism protein,A0A0U3H4J8,E,
SACI_RS10975,SACI_RS10975,2110753,2111598,+,xanthine dehydrogenase family protein subunit M,A0A0U3GXB0,C,"K03519,ko:K18021"
SACI_RS10980,SACI_RS10980,2111601,2112092,+,(2Fe-2S)-binding protein,A0A0U2W5Q9,C,"K03518,ko:K18022"
SACI_RS10985,SACI_RS10985,2112089,2114335,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,A0A0U2VXA4,C,"K03520,ko:K18020"
SACI_RS10990,SACI_RS10990,2114624,2115058,+,rubrerythrin,A0A0U2X1W1,C,
SACI_RS10995,SACI_RS10995,2115058,2116251,+,glycerol-3-phosphate dehydrogenase,A0A0U2YA01,C,
SACI_RS11000,SACI_RS11000,2116346,2116822,+,DUF3501 family protein,A0A0U3HBQ5,S,
SACI_RS11005,SACI_RS11005,2116839,2117441,-,magnesium transporter CorA family protein,UPI0009B59DA2,P,
SACI_RS11010,SACI_RS11010,2117694,2118719,+,AIR synthase,A0A0U3FXB4,O,
SACI_RS11015,SACI_RS11015,2118781,2122626,-,peptidase S53,A0A0U3FPH7,O,
SACI_RS11020,SACI_RS11020,2122816,2123343,-,type 1 glutamine amidotransferase,A0A0U3HN87,O,K05520
SACI_RS11025,SACI_RS11025,2123432,2124382,+,hypothetical protein,A0A0U3FPU2,X,
SACI_RS11030,SACI_RS11030,2124445,2124966,+,hypothetical protein,A0A0U3FGR2,X,
SACI_RS11035,SACI_RS11035,2125123,2126745,+,thiamine pyrophosphate-requiring protein,A0A0U3GUL6,E,
SACI_RS11040,SACI_RS11040,2126779,2128113,-,MFS transporter,A0A0U3GVN6,G,
SACI_RS11045,SACI_RS11045,2128235,2128807,-,TenA family transcriptional regulator,A0A0U3GMU8,K,
SACI_RS11050,SACI_RS11050,2128847,2129314,-,GNAT family N-acetyltransferase,A0A0U3H4I3,K,
SACI_RS11055,SACI_RS11055,2129497,2130240,-,enoyl-CoA hydratase/isomerase family protein,A0A0U3GQ15,I,
SACI_RS11060,SACI_RS11060,2130237,2131004,-,enoyl-CoA hydratase/isomerase family protein,A0A0U2W5Q4,I,
SACI_RS11065,SACI_RS11065,2131047,2132318,-,NAD(P)/FAD-dependent oxidoreductase,A0A0U2VX80,S,
SACI_RS11070,SACI_RS11070,2132357,2133517,+,thiolase domain-containing protein,A0A0U2X1T6,I,"K00626,ko:K00632"
SACI_RS11075,SACI_RS11075,2133544,2133954,-,hotdog fold thioesterase,A0A0U2WU88,Q,K02614
SACI_RS11080,SACI_RS11080,2133964,2135250,-,phenylacetate--CoA ligase,A0A0U3HBP0,H,K01912
SACI_RS11085,SACI_RS11085,2135247,2135630,-,Zn-ribbon domain-containing OB-fold protein,A0A0U3HBN7,S,
SACI_RS11090,SACI_RS11090,2135644,2136672,-,hypothetical protein,A0A0U3H3Z3,X,
SACI_RS11095,SACI_RS11095,2136785,2137627,-,fumarylacetoacetate hydrolase family protein,Q4J6K3,Q,
SACI_RS11100,SACI_RS11100,2137633,2139105,-,4-hydroxyphenylacetate 3-hydroxylase,A0A0U2NGH6,Q,K00483
SACI_RS11105,hpaD,2139102,2140043,-,3%2C4-dihydroxyphenylacetate 2%2C3-dioxygenase,A0A0U3HN78,E,K00446
SACI_RS11110,SACI_RS11110,2140132,2140764,-,helix-turn-helix domain-containing protein,A0A0U3HFP8,S,K06930
SACI_RS11115,SACI_RS11115,2140872,2141753,-,pirin family protein,A0A0U3FGP5,S,K06911
SACI_RS11120,SACI_RS11120,2142036,2143856,+,AMP-binding protein,A0A0U3GUI9,I,K01895
SACI_RS11125,SACI_RS11125,2143884,2144159,+,4a-hydroxytetrahydrobiopterin dehydratase,A0A0U3GVM3,H,K01724
SACI_RS11130,SACI_RS11130,2144203,2145855,+,NAD(P)-binding protein,A0A0U3HCK9,C,
SACI_RS11135,SACI_RS11135,2146190,2149228,+,S41 family peptidase,A0A0U3GMT3,O,K08676
SACI_RS11140,SACI_RS11140,2149475,2150302,+,ABC transporter ATP-binding protein,A0A0U3GPZ7,V,K01990
SACI_RS11770,SACI_RS11770,2150531,2150794,-,hypothetical protein,UPI0002B2714E,X,
SACI_RS11905,SACI_RS11905,2150787,2151026,+,hypothetical protein,UPI0009C0248D,P,K01992
SACI_RS11150,SACI_RS11150,2151305,2152135,-,ABC transporter permease,A0A0U3FYP5,S,
SACI_RS11155,SACI_RS11155,2152128,2153012,-,ABC transporter ATP-binding protein,A0A0U3GHM9,V,
SACI_RS11160,SACI_RS11160,2153105,2154970,+,2-oxoacid:acceptor oxidoreductase subunit alpha,A0A0U2Y9W9,C,K00174
SACI_RS11165,SACI_RS11165,2154960,2155871,+,2-oxoacid:ferredoxin oxidoreductase subunit beta,A0A0U3FQD0,C,K00175
SACI_RS11170,SACI_RS11170,2155868,2156188,-,hypothetical protein,A0A0U2WU72,X,
SACI_RS11175,SACI_RS11175,2156305,2156652,-,hypothetical protein,A0A0U3FX83,X,
SACI_RS11180,SACI_RS11180,2156687,2157397,+,sugar nucleotide-binding protein,A0A0U3H3X0,M,
SACI_RS11185,SACI_RS11185,2157365,2157715,-,hypothetical protein,A0A0U3H3Y0,X,
SACI_RS11190,SACI_RS11190,2157765,2158817,+,RsmB/NOP family class I SAM-dependent RNA methyltransferase,A0A0U3FPF5,J,K03500
SACI_RS11195,SACI_RS11195,2158809,2159126,-,helix-turn-helix transcriptional regulator,A0A0U2NAK0,K,
SACI_RS11200,SACI_RS11200,2159485,2159967,+,hypothetical protein,M1I8J8,S,
SACI_RS11210,SACI_RS11210,2160215,2161798,-,hypothetical protein,A0A0U3GUH3,C,
SACI_RS11215,SACI_RS11215,2161884,2163566,-,type II/IV secretion system ATPase subunit,A0A0U3FH28,N,K07332
SACI_RS11220,SACI_RS11220,2163735,2165570,-,type II secretion system F family protein,A0A0U3F8Z8,N,K07333
SACI_RS11775,SACI_RS11775,2165983,2166234,-,hypothetical protein,UPI0002B290FB,X,
SACI_RS11230,SACI_RS11230,2166873,2169011,+,glutamate synthase,A0A0U3GMR7,E,
SACI_RS11235,SACI_RS11235,2169008,2170987,+,glutamate synthase,M1IYB3,E,
SACI_RS11240,SACI_RS11240,2171040,2171867,+,cobalt-precorrin 5A hydrolase,A0A0U3GX65,H,
SACI_RS11245,SACI_RS11245,2171848,2172654,+,ABC transporter substrate-binding protein,A0A0U3GHL3,P,K02016
SACI_RS11250,SACI_RS11250,2172651,2173166,-,hypothetical protein,A0A0U3GZR0,X,
SACI_RS11255,SACI_RS11255,2173252,2174823,+,citramalate synthase,A0A0U2Y9V6,E,K01649
SACI_RS11260,SACI_RS11260,2174826,2175716,+,4-hydroxybenzoate octaprenyltransferase,A0A0U3FQB4,H,K03179
SACI_RS11265,SACI_RS11265,2175798,2176604,-,gamma-glutamylcyclotransferase,M1J1T7,S,
SACI_RS11270,SACI_RS11270,2176597,2176887,-,hypothetical protein,A0A0U2Y238,X,
SACI_RS11275,SACI_RS11275,2176874,2177236,-,NfeD family protein,A0A0U3H3V3,O,
SACI_RS11280,SACI_RS11280,2177273,2178577,+,thermopsin family protease,A0A0U3H3W7,S,
SACI_RS11285,SACI_RS11285,2178593,2179369,+,slipin family protein,A0A0U3FPP3,O,
SACI_RS11290,SACI_RS11290,2179658,2180950,-,ATP-binding protein,A0A0U3FGL3,S,K06921
SACI_RS11300,SACI_RS11300,2181444,2182553,+,tRNA 4-thiouridine(8) synthase ThiI,A0A0U3GUG1,H,K03151
SACI_RS11305,SACI_RS11305,2182633,2183670,-,myo-inositol-1-phosphate synthase,A0A0U3GVK0,I,K01858
SACI_RS11310,nuoN,2183672,2185060,-,NADH-quinone oxidoreductase subunit NuoN,A0A0U3HCI3,C,K00343
SACI_RS11315,SACI_RS11315,2185062,2188487,-,oxidoreductase,A0A0U3H4D7,C,"K00342,ko:K15863"
SACI_RS11320,SACI_RS11320,2188490,2188774,-,NADH-quinone oxidoreductase subunit K,A0A0U3GPW4,C,
SACI_RS11325,SACI_RS11325,2188774,2189280,-,NADH-quinone oxidoreductase subunit J,A0A0U3H4R4,C,K00339
SACI_RS11330,nuoI,2189264,2189761,-,NADH-quinone oxidoreductase subunit NuoI,A0A0U3FYL0,C,"K00338,ko:K22176"
SACI_RS11335,nuoH,2189749,2190807,-,NADH-quinone oxidoreductase subunit NuoH,A0A0U3GHK1,C,"K00337,ko:K22175"
SACI_RS11340,SACI_RS11340,2190807,2192009,-,NADH-quinone oxidoreductase subunit D,A0A0U2Y9U4,C,"K00333,ko:K13378,ko:K22173"
